Kullanici,Tarih,Puan,Yorum,Marka,Urun,Kaynak_Dosya
L** Ç**,1691238349439,5,Bu kadar iyi çıkmasını beklemiyordum.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
s** b**,1717436691030,5,çok güzel😍💓,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
b** ö**,1704314580279,5,kokusu uzun süre kalıcı değil hafif bir koku sevenler alabilir,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
K** D**,1757597925498,5,Gayet iyiii güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
B** Y**,1725988164666,1,cok putirlu ve yagli,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
M** K**,1688284877328,5,korkarak sipariş vermiştim ama umdugumdan daha iyisi geldi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Sibel T.,1758262536879,5,beğendim  güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
B** K**,1711551064238,4,idare eder en açık rengi bile koyu kapaticilik iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
F** A**,1715946619498,5,"Bi günde elime ulaştı, baya kremsi kıvamda bayıldım. Tabaka gibi durmuyor",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
G** B**,1711787916839,3,Yanlış numara gönderilmişti iade ettim. Ancak güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1776682090926,5,Mükemmel çok iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
M** G**,1727550320326,5,Beyaz tenler için kapalı bir fondöten,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
s** ç**,1694292016834,5,Kuru ciltler için uygun değil,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
E** A** S**,1740326711220,5,mükemmel bir şey,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1685431409571,5,Çokkkkkkk iyi helal olsun aldınız para,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Baki K.,1766212758666,5,çok iyi ve güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1726698157153,4,"Beklediğimden güzel geldi,tek sorun ben 01 olanını aldım.02 göndermişler. Tenime bir tık koyu geldi,çok nadir makyaj yapan biri olduğum için iade etmekle uğraşmayacağım.Kullanırım. Fiyatına göre kapatıcılığı çok iyi. Sadece daha dikkatli olmalarını istiyorum. Onun dışında bu fiyata kaçırılmayacak bir ürün. Tavsiye ediyorum.",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1743771064984,5,begendm kulanşlı,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** E**,1695461439642,5,renk çok açık ona göre alın kalite normal,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** Y**,1744550806717,5,Kaçınci siparişim bilmiyorum teşekkürler,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
B** K** A**,1726992707995,5,ürün elime sağlam ulaştı daha kullanmadım.Kullanınca yorum yaparım. çok açık ton güzel kapatıyor ama bana biraz açık geldi.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
f** a**,1721811194031,5,dari alt toplumlar için uygun değil ama guzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
M** D**,1757409319813,4,"rengi ve yapısı hoş ancak sürümü, dağıtması biraz zor. düzgün bir alt bakım nemlendirme yapmadığınız sürece pütürlü kalıyor. fiyat performans açısında iyi diyebilirim. beyaz tenliyim tonu uygun. çok hafif koyu gelse de pudrayla sabitlendiğinde en açık renk tene bile uyar.",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** B**,1730062515231,5,Begendım güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
İ** D**,1730027112039,4,fiyat performans beyaz tenliyseniz sarı durur,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Esra M.,1770407883013,5,Süper  çok beğendim,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1723717346019,4,çok sıcak havalarda akıyor yüzden.kapatıcı oranı iyi kullanılabilir.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
C** D**,1716449790990,4,Ürünü güzel yaymak lazım yüze yoksa krem gibi kalıyor ama kapatıcılığı 💯,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
M** U**,1769692292598,5,kapatıcılığı yüksek bı fondöten bu ikinci kutum,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
A** H**,1741513025599,5,güzel ve kullanışlı,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1710153085626,5,güzel duruyor,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1767117314368,4,güzel  begendm,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
a** A**,1731358416267,4,bir kere kullandim beyendimm,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
G** G**,1754750821506,5,Gayet iyi bu fiyata,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1774562944919,5,Gayet güzeldi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Gülçin A.,1769011050660,5,"Güzel sağlam geldi, Ben alerjik bünyem var  olduğundan 🤧 şişenin üzerindeki koruma naylonu açınca hapşırık 🤧 tutu 🤲🏻 Kardeşim kulanacak , Teşekkür 😍 rengi çok iyi 1 Nr, beyaz tenli olanlara fevklede 🤲🏻♥️",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** E**,1754783894306,5,süper 1 fısla pürüzsüz oluyor,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1736591523182,4,açık renk istedim.Bugday tenliyim iyi durdu yüzumde. kullandıktan sonra gün için kalıcılığı nasıl bakacağım,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1768250060128,5,Mükemmel olmuş,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
G** B**,1726990381921,3,orta bende koyu durdu,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
R** I** D**,1741089965728,5,sürekli kullandığım bir ürün kapatıcılığı çok iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
C** S**,1758205125473,4,"Güzel ürün, alabilirsiniz.",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Dursun K.,1758725479345,5,çok güzel ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
s** s**,1688414168844,5,biraz kuru ama yapisi güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1773137856762,5,Çok güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
H** U**,1745059453945,2,güzel ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1724407891638,4,Normal ben bacak yaramı kapamak için aldim,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** n** C**,1740136541913,5,kapatıcılığı çok iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** s** m**,1686695266451,5,Ürünü begendim güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Ç** Ö**,1764244161762,5,Çok güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1763847517949,5,Çok güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** Ö**,1760791186400,5,rengi güzel daha kullsnmadım markaya güvenerek aldım,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1740872292656,5,Bayadır cildim için en pahalıdan ucuza aradım ama tek yüzüme oturan fondöten bu,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
N** D**,1742222992553,5,çok iyi teşekkürler,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
G** Ş**,1757418909873,4,güzel ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
G** g** A**,1756311254057,5,güzel ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
A** s**,1728580147186,5,güzellllll,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1701707183099,4,İyi kapatır,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1740978842529,1,pox kimi 1 hefdeye getirdi bicbala,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
R** A**,1742109347880,4,gayet güzel Bir ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Berna G.,1685542078769,4,göz çevremi kapatmada zayıf onun haricinde güzel biraz kadife gibi yapıyor fiyatına göre vaya iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
F** B**,1756716856448,4,Güzel bir ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
B** E**,1700304825936,4,Kapatıcılığı iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
s** t**,1713160992553,5,altında baz kullanım da olursa parasına göre gayet iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1745933599276,5,Açık renk tenime uydu herhangi bir sivilcede yapmadı,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
g** y**,1768156955626,5,Çok iyiii bayıldımm,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1764102453288,5,Çok güzel bir ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
k** a**,1727982560908,5,Çabuk geldi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
E** B**,1711165748938,2,en açık rengi bile koyu ayrıca garip mat bitişli cildi yaşlı gösteriyo,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
D** S** B**,1715578499116,4,"Kapatıcılığı çok iyi. Suya dayanıklı. Terlediğinizde çıkmıyor. Bir puanı pembe alt tonlu diye kırdım. Sarı alt tonluysanız ten farkı belli oluyor, ona üzüldüm.",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1738771423898,5,"Cok güzel  bir ürün ,cildinizi iyi nemlendirirseniz daha güzel olur",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1746202794887,5,mat bş duruşu var çok güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
B** D**,1725279407821,4,kuzenimden görüp aldım keske bi kutuya falan koysaydınız böylece göndermek ne kadar mantıklı,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1710852804891,3,Ürün iyi beğendim,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1701112727979,4,Ürün güzel.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1720677424160,5,o kadar güzel paketlenmişti ki açmam yarım günümü aldı 😂😂😂 teşekkür ederim kolay gelsin iyi günler ❤,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
ö** d**,1762773326062,5,çok beğendim,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
A** Ç**,1721463580180,5,anlatıldığı gibi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
e** ç** b**,1698148005254,5,kapatılicigi çok yüksek stok yapacağım kesinlikle uygun fiyatlı,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
D** T**,1764597084566,5,Beğendim yapısı yumuşacık,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
F** A**,1734384699253,4,beğendim kargo gecikti biraz sadece 1 puan ordan kırdım,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1752777899178,5,Bayılfımmm,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1715183319253,5,yorumlardan dolayı biraz çekinerek almıştım. ama rengi öyle abartıldığı gibi koyu değil. buğday tenliyim ve bir ton açık kaldı . kapatıcılığı çok iyi ancak fazla yoğun. fiyatına göre çok kaliteli,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
T** P**,1744388180309,4,fiyat performans ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
s** k** K**,1693858900059,1,Pul pul durdu yüzümde,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
P** K**,1756225332305,5,gayet güzel tavsiye ederim.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Recep Ü.,1768084455766,5,güzel teşekkürler,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1773668218762,5,çok beğendim,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
A** K**,1750864691496,5,"Ürün çok güzel, kaliteli.",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** E**,1698305248426,1,103 numara sipariş verdim fakat 101 numara göndermiş,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1749713820070,5,kargocuya teşekkür ederim hızlı elime ulaştı ama kullanmadı bakacağım,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
G** m**,1770117423540,5,mükemmeeellll,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1705138611654,1,sürdüğüm gibi yüzüm yanmaya başladı,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Gülay b.,1750759699381,4,kapaticiligi orta yagli his birakmiyo,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
D** A**,1721297937308,4,çok güzel ama ten renginize göre almak gerek,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1722948103858,4,idare eder,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
ç** ç**,1715074438354,4,idare eder,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
E** O**,1768147409134,5,çok beğendimm,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
P** A**,1687809302972,4,kapatıcılık iyi idare eder,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
z** a**,1760087999157,5,Bu kadar uygun fiyata diğer pahalı markalardan daha iyi performans almam çok iyi bu markayı 2018 yılında da almıştım çok iyiydi hemen uçup gitmiyor yüzü terletmiyor yüzde pötür pötür durmuyor mükemmel bir ürün altında baz kullanırsanız daha iyi bir sonuç alırsınız,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
a** S**,1693322763769,5,kokusu çok hoş ama rengi uymadı 02 alsam daha iyi olurmus,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** K**,1704905834452,4,Ciltten temizlemesi zor iyi temizleyin kızlar,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1741723700780,5,ürün fiyatına göre çok iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
F** Ö**,1740736834736,1,2 adet aldığım ürün 1 adet gönderildi. Ücret iadesi talep ediyorum. Talep oluşturdum.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
z** ö**,1738054274035,4,yanlış numara gönderildi bize,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1761860621916,5,daha önce de kulanıyordum bitince aldım  hijyen bandı vardı,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
m** t**,1758104604825,4,güzel kapatıcıligi iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1761860409645,5,Kapatıcılığı iyi günlük kullanıyorum,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
E** A**,1717153238882,5,ürün de kargolama da şahane lakin şu pttden vazgeçin lütfen teşekkürler 🙏🏻,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1764859180531,5,Her zaman kullandığım fondöten. Daha aldığımı açmadım. Genel olarak fiyat performans ürünü.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** K**,1729189885801,5,yorumum okunsun diye 5 yıldız veriyorum wohlerden aldığım ürünler teslim edilmiş gözüküyor ama hiç bir ürün gelmedi lütfen ilgilenirmisiniz,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
R** K**,1717800594152,4,idare eder yani,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1746646397462,5,sağlam bir şekilde geldi teşekkürler,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1760337568762,4,Gayet güzel bir kapatıcı diğer pahalı markalarla yarışabilir hem günlük hemde özel günleriniz için kullanabilirsiniz,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
İ** M**,1755339813202,4,ürün güzel pahalı markalarla eş değer denebilir gönderimide hızlı ve iyiydi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
B** G**,1732393283977,4,Turuncu yapıyo portakala döndüm,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1769511406232,5,hiç marka bir ürüne daha fazla para vermeyin gayet güzel kapatıcılığı var fiyat performans ürün daha fazlası,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Ş** B**,1713649868385,3,yüzde pütürlü duruyor,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
P** K**,1762532183186,5,Gayet güzel,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1747749865048,4,beyaz tenlilere güzel uyuyor,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
S** C**,1746633167757,5,Harika kapatıcılığı var,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
b** K**,1775646380472,5,çok güzel kapatıyor,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1689359428021,1,tonunda yanlış seçim yaptığım için kapatılıcılığı hakkında bişey diyemicem ama fiyatına göre boyutu normal,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
H** G**,1753014146027,5,fiyat performans ürünü,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
d** a**,1737980148226,4,ürün biraz gec geldi fakat oldukca iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
H** S**,1774774830684,5,"Kuru , karma hatta yağlı ciltli dahi olsanız çok iyi nemlendirmeniz lazım. İlk kullanımda oksitlenme olmadı inşallah olmaz . Fırçayla dağıtıp hızlı şekilde nemli süngerle oturmasını sağladım çünkü hemen kuruyor. Kapatıcılığı çok iyi. Ben çok açık tenli ve nötr alt tonlu olduğum için bana tam uymadı tabi ki ama denemek istedim rengini bırakıyorum aşağıya. Başka fondotenle ya da bb kremle rengini oturtmaya çalışıcam mecburen. Makyaj yapınca yüzümde duruşunu da atarım . Genel olarak beğendim. Başka pahalı ve ünlü markaları da kullanıyorum ama cildim değişik benim .Bir gün mükemmel olan fondöten birkac gün sonra çok kötü durabiliyor cildimde.Fondoten stoğu oldu ev deneme yöntemimden dolayı. Bu arkadaşta koleksiyona eklendi 😂",Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
K** M**,1708628916232,1,ürün güzel beğendim ama kargo berabat iki hafta bekledim gelmedi gidip PTT subesinden aldım yani birdaha asla sipariş vermem kargodan dolayı,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
H** Ç**,1738593440999,5,Gabrini sevdiğim bi marka kapatıcılığı çok iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1763791820769,5,harika bir kapatlcıliği var,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Z** Y**,1756247282336,5,Bol Kazançlar Dilerim..:),Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
**** ****,1766511878957,5,fiyatına göre çok iyi,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
N** H**,1755525459207,5,Harika ❤️🥰,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
A** Ç**,1688747220768,3,Eh işteeee,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
E** A** A**,1744147615396,5,Ablam aldı ben almadım bari değerlendireyim dedim.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
c** b**,1728471209836,4,Yüzünüzü nemlendirirseniz kapatıcılık oranı gayet iyi ama nemlendirmeden kullanımda yüzde kötü görünüm oluşturuyor.,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
H** T**,1755707448315,5,teni beyaz olanlar için harika bir ürün,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
Ö** A**,1703271713699,3,rengi bi tuhaf dışarda aldığım gibi değil pembe turuncu gibi duruyor yüzde,Gabrini,Gabrini HD Matte,gabrini_hd_matte_fondoten_yorumlari.csv
